0,99,99
1,98,98
2,97,97
3,96,96
4,95,95
5,94,94
6,93,93
7,92,92
8,91,91
9,90,90
10,89,89
11,89,87
12,88,86
13,87,85
14,86,84
15,85,83
16,84,82
17,83,81
18,82,80
19,81,79
20,80,78
21,79,77
22,78,76
23,77,75
24,76,74
25,75,73
26,74,72
27,73,71
28,72,70
29,71,69
30,70,68
31,69,67
32,68,66
33,67,65
34,66,64
35,65,63
36,64,62
37,63,61
38,62,60
39,61,59
40,60,58
41,59,57
42,58,56
43,58,54
44,57,53
45,56,52
46,55,51
47,54,50
48,53,49
49,52,48
50,51,47
51,50,46
52,49,45
53,48,44
54,47,43
55,46,42
56,45,41
57,44,40
58,43,39
59,42,38
60,41,37
61,40,36
62,40,34
63,40,32
64,39,31
65,39,29
66,38,28
67,37,27
68,36,26
69,35,25
70,34,24
71,33,23
72,32,22
73,31,21
74,30,20
75,29,19
76,28,18
77,27,17
78,26,16
79,25,15
80,24,14
81,23,13
82,22,12
83,21,11
84,20,10
85,19,9
86,18,8
87,17,7
88,16,6
89,15,5
90,14,4
91,13,3
92,12,2
93,12,0
